,Domain,Area,Element,Item,Year,Unit,Value,Crop,Rain_JAN,Rain_FEB,Rain_MAR,Rain_APR,Rain_MAY,Rain_JUN,Rain_JUL,Rain_AUG,Rain_SEP,Rain_OCT,Rain_NOV,Rain_DEC,Temp_ANNUAL,Temp_JAN-FEB,Temp_MAR-MAY,Temp_JUN-SEP,Temp_OCT-DEC
7050,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",1993,hg/ha,98413,pumpkins,18.2,25.6,41.6,27.0,71.3,172.1,305.4,203.2,208.5,87.9,30.5,16.5,24.43,19.61,25.98,27.34,22.21
7051,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",1994,hg/ha,96063,pumpkins,25.0,27.9,25.2,45.9,53.1,205.7,350.0,282.2,149.4,82.8,25.5,22.6,24.46,19.76,26.3,27.3,21.97
7052,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",1995,hg/ha,95455,pumpkins,31.3,29.4,28.3,32.4,82.4,143.3,323.4,269.0,179.0,78.0,36.8,9.2,25.29,20.33,26.94,28.07,23.19
7053,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",1996,hg/ha,95522,pumpkins,22.9,23.2,32.1,31.4,56.0,185.7,262.1,292.4,146.1,100.5,13.6,16.9,24.55,20.79,26.49,27.22,21.76
7054,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",1997,hg/ha,95652,pumpkins,14.3,10.4,30.3,46.0,48.6,171.7,281.5,261.9,151.4,61.1,57.6,48.3,24.1,18.87,25.69,27.6,21.89
7055,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",1998,hg/ha,95714,pumpkins,16.4,28.2,39.1,36.3,49.2,163.9,278.4,243.8,196.5,107.4,39.3,10.3,24.76,19.72,26.41,27.69,22.42
7056,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",1999,hg/ha,95775,pumpkins,13.7,11.2,8.8,19.3,94.9,169.9,261.7,213.2,183.0,117.2,20.0,3.7,24.67,19.75,26.66,27.38,22.29
7057,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2000,hg/ha,95833,pumpkins,18.4,28.2,17.9,34.7,71.6,179.0,263.5,221.1,134.5,41.9,14.6,10.0,24.6,19.33,26.47,27.23,22.68
7058,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2001,hg/ha,95869,pumpkins,7.3,8.8,18.8,43.7,67.2,219.1,279.7,209.4,114.2,107.5,22.5,7.1,24.73,19.75,26.82,27.47,22.52
7059,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2002,hg/ha,95913,pumpkins,15.7,20.3,21.5,38.3,63.3,180.1,146.2,262.5,151.2,59.5,18.2,5.1,25.0,19.65,27.22,27.71,22.58
7060,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2003,hg/ha,95955,pumpkins,7.6,45.6,33.3,35.4,39.1,184.5,316.7,255.3,191.4,100.6,15.5,18.6,24.72,19.82,26.52,27.64,22.23
7061,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2004,hg/ha,95984,pumpkins,25.7,8.8,11.4,59.0,88.9,158.7,242.1,248.7,124.6,92.2,15.8,4.6,24.74,19.93,27.06,27.33,22.24
7062,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2005,hg/ha,96000,pumpkins,28.1,41.8,42.5,37.7,46.1,143.2,334.1,190.1,206.9,99.3,27.2,11.2,24.58,19.79,26.33,27.64,21.93
7063,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2006,hg/ha,95984,pumpkins,17.7,11.9,35.6,32.7,75.0,141.8,287.6,281.3,178.6,51.8,34.6,13.1,25.06,21.33,26.52,27.4,22.66
7064,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2007,hg/ha,95994,pumpkins,1.7,36.7,35.2,30.6,46.8,192.5,286.2,257.4,206.8,55.7,14.4,15.3,24.77,20.1,26.69,27.49,22.32
7065,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2008,hg/ha,96003,pumpkins,18.4,19.3,41.2,29.5,43.7,202.0,245.0,265.8,165.1,51.6,25.5,11.0,24.61,19.16,26.46,27.26,22.87
7066,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2009,hg/ha,96013,pumpkins,12.0,12.0,14.2,25.1,56.0,85.7,280.7,192.5,139.4,71.4,53.7,11.1,25.11,20.72,26.86,27.89,22.58
7067,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2010,hg/ha,96021,pumpkins,7.5,17.0,14.0,39.0,73.8,138.1,300.7,274.7,197.7,69.0,61.4,22.7,25.13,20.19,27.83,27.5,22.6
7068,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2011,hg/ha,96030,pumpkins,6.8,25.8,22.4,41.1,53.1,183.5,246.0,284.9,186.9,38.1,20.1,7.6,24.67,19.54,26.38,27.54,22.71
7069,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2012,hg/ha,96078,pumpkins,26.5,12.7,11.3,47.5,31.7,117.8,250.2,262.4,193.5,58.7,30.7,11.7,24.69,19.34,26.55,27.71,22.35
7070,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2013,hg/ha,96078,pumpkins,11.3,40.1,15.7,30.4,57.8,219.8,310.0,254.7,152.7,129.4,14.0,6.7,24.82,19.98,26.85,27.46,22.5
7071,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2014,hg/ha,96011,pumpkins,19.2,27.4,36.1,22.2,72.9,95.4,261.2,237.5,188.0,60.2,14.4,10.7,24.73,19.58,26.24,27.88,22.47
7072,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2015,hg/ha,95990,pumpkins,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19.0,24.91,20.12,26.29,27.73,22.99
7073,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2016,hg/ha,96026,pumpkins,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261.0,169.2,76.0,29.2,19.7,25.15,22.25,28.86,28.44,24.2
7074,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2017,hg/ha,96009,pumpkins,18.2,26.6,33.0,41.5,68.1,169.2,294.8,260.3,173.4,78.1,28.5,19.3,24.79,21.84,28.41,28.5,24.21
7075,Crops and livestock products,India,Yield,"Pumpkins, squash and gourds",2018,hg/ha,96008,pumpkins,18.5,26.5,32.1,39.5,67.0,171.9,293.2,259.4,165.3,79.2,28.7,18.9,25.09,21.24,28.16,28.28,23.55
7076,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1961,tonnes,815000,pumpkins,26.1,34.8,26.0,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,24.0,18.98,26.11,27.06,21.17
7077,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1962,tonnes,870000,pumpkins,12.6,21.6,16.0,43.6,70.8,137.1,281.6,276.9,211.0,78.4,18.3,29.9,24.04,18.91,25.91,27.14,21.47
7078,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1963,tonnes,940000,pumpkins,6.8,9.8,41.7,50.6,60.9,168.0,258.6,316.7,164.9,99.1,28.4,15.5,24.15,19.07,25.57,27.21,22.04
7079,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1964,tonnes,985000,pumpkins,18.6,14.1,19.0,40.0,52.1,177.2,345.7,273.7,200.4,67.4,22.8,13.3,24.1,18.83,26.38,26.9,21.58
7080,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1965,tonnes,1000000,pumpkins,11.8,28.1,26.7,45.1,52.7,116.1,270.1,192.8,129.5,34.0,18.2,22.2,24.07,19.22,25.24,27.08,22.1
7081,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1966,tonnes,1120000,pumpkins,13.1,25.4,20.3,30.6,57.2,178.8,252.5,212.5,143.9,56.1,51.0,16.7,24.36,19.93,26.07,27.17,21.83
7082,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1967,tonnes,1180000,pumpkins,11.1,14.2,63.3,29.5,42.8,144.0,305.6,264.3,170.3,40.6,12.1,56.1,24.11,19.44,25.55,27.19,21.68
7083,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1968,tonnes,1220000,pumpkins,29.4,19.8,27.5,32.6,46.7,149.6,309.9,212.8,129.5,67.1,21.8,12.6,23.94,18.25,25.62,27.22,21.69
7084,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1969,tonnes,1250000,pumpkins,12.7,14.5,20.1,39.7,63.4,130.2,317.8,273.4,172.7,55.0,35.8,12.7,24.46,19.18,26.39,27.35,22.2
7085,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1970,tonnes,1330000,pumpkins,23.2,27.3,25.9,29.2,69.7,215.9,245.6,313.0,212.7,75.3,15.7,1.6,24.26,19.56,26.39,27.06,21.55
7086,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1971,tonnes,1380000,pumpkins,16.1,23.6,10.8,52.8,75.0,229.9,267.2,267.3,146.5,99.9,15.9,12.0,23.91,19.05,25.78,26.75,21.48
7087,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1972,tonnes,1440000,pumpkins,10.3,27.6,21.6,37.1,55.3,123.3,204.0,219.5,127.5,65.7,31.4,23.7,24.1,18.57,25.78,27.27,21.88
7088,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1973,tonnes,1475000,pumpkins,21.0,21.8,21.2,27.5,56.5,149.9,277.4,311.0,182.1,114.6,18.9,17.7,24.41,19.74,26.53,27.3,21.53
7089,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1974,tonnes,1550000,pumpkins,16.1,12.9,20.5,33.7,64.2,122.0,283.6,232.5,145.3,101.6,10.7,12.1,24.0,18.54,26.24,27.02,21.38
7090,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1975,tonnes,1600000,pumpkins,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,23.74,18.69,25.77,26.57,21.3
7091,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1976,tonnes,1650000,pumpkins,11.5,24.5,25.5,36.3,45.4,160.3,294.1,294.0,144.2,33.0,55.0,7.6,24.07,18.87,25.61,26.87,22.25
7092,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1977,tonnes,1690000,pumpkins,21.0,10.2,14.6,68.3,84.4,187.2,323.4,245.4,147.8,85.6,65.8,16.1,24.35,19.35,26.03,27.13,22.3
7093,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1978,tonnes,1800000,pumpkins,12.3,27.0,44.2,33.1,60.2,208.8,290.0,282.0,161.9,49.1,49.9,18.8,24.24,18.95,25.94,27.12,22.22
7094,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1979,tonnes,1900000,pumpkins,20.9,35.0,28.9,21.2,54.2,140.5,239.6,210.6,136.8,51.8,76.1,14.4,24.57,19.47,25.97,27.54,22.59
7095,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1980,tonnes,1960000,pumpkins,12.8,22.3,32.5,34.6,55.3,227.8,295.0,263.8,145.7,49.3,24.2,19.0,24.55,19.64,26.58,27.26,22.17
7096,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1981,tonnes,2100000,pumpkins,29.3,20.4,48.0,37.3,67.1,151.3,309.1,237.0,184.5,45.1,27.4,14.0,24.27,19.42,26.14,27.22,21.68
7097,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1982,tonnes,2180000,pumpkins,23.8,24.2,45.7,49.8,59.0,137.8,230.8,276.9,124.9,51.7,46.0,13.9,24.15,19.14,25.41,27.31,22.02
7098,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1983,tonnes,2250000,pumpkins,18.5,23.3,43.4,57.0,70.1,150.8,282.2,304.3,251.6,85.9,10.8,22.9,24.12,19.09,25.45,27.43,21.71
7099,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1984,tonnes,2400000,pumpkins,19.0,35.9,22.8,45.3,60.4,192.3,291.9,256.5,144.6,61.0,15.7,15.3,24.26,18.85,26.51,27.1,21.82
7100,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1985,tonnes,2550000,pumpkins,23.2,9.9,20.1,39.5,63.0,156.5,290.1,231.7,149.6,114.1,18.8,28.4,24.45,19.61,26.72,27.12,21.84
7101,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1986,tonnes,2630000,pumpkins,15.5,36.6,29.9,50.0,49.4,182.6,264.2,228.3,128.4,74.7,49.6,28.4,24.2,19.12,25.94,27.17,21.9
7102,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1987,tonnes,2685000,pumpkins,13.2,23.8,28.8,43.9,67.0,133.9,223.2,242.1,152.2,94.4,44.4,21.9,24.57,19.42,25.85,27.88,22.29
7103,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1988,tonnes,2800000,pumpkins,10.4,28.7,53.7,41.7,70.4,161.8,374.8,295.3,217.7,53.6,16.2,17.8,24.42,19.7,26.24,27.22,22.0
7104,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1989,tonnes,2850000,pumpkins,15.4,15.3,28.8,34.6,57.5,184.7,302.3,236.2,163.1,51.9,20.3,17.2,24.03,18.76,25.69,26.98,21.94
7105,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1990,tonnes,2860000,pumpkins,16.0,44.2,54.0,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31.0,24.21,19.44,25.55,27.18,22.11
7106,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1991,tonnes,2933000,pumpkins,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,24.28,19.21,26.02,27.32,21.87
7107,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1992,tonnes,2950000,pumpkins,16.0,16.5,24.8,26.1,59.3,139.7,262.5,274.0,171.7,64.7,41.6,5.6,24.15,19.06,25.64,27.15,22.04
7108,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1993,tonnes,3100000,pumpkins,18.2,25.6,41.6,27.0,71.3,172.1,305.4,203.2,208.5,87.9,30.5,16.5,24.43,19.61,25.98,27.34,22.21
7109,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1994,tonnes,3074014,pumpkins,25.0,27.9,25.2,45.9,53.1,205.7,350.0,282.2,149.4,82.8,25.5,22.6,24.46,19.76,26.3,27.3,21.97
7110,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1995,tonnes,3150000,pumpkins,31.3,29.4,28.3,32.4,82.4,143.3,323.4,269.0,179.0,78.0,36.8,9.2,25.29,20.33,26.94,28.07,23.19
7111,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1996,tonnes,3200000,pumpkins,22.9,23.2,32.1,31.4,56.0,185.7,262.1,292.4,146.1,100.5,13.6,16.9,24.55,20.79,26.49,27.22,21.76
7112,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1997,tonnes,3300000,pumpkins,14.3,10.4,30.3,46.0,48.6,171.7,281.5,261.9,151.4,61.1,57.6,48.3,24.1,18.87,25.69,27.6,21.89
7113,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1998,tonnes,3350000,pumpkins,16.4,28.2,39.1,36.3,49.2,163.9,278.4,243.8,196.5,107.4,39.3,10.3,24.76,19.72,26.41,27.69,22.42
7114,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1999,tonnes,3400000,pumpkins,13.7,11.2,8.8,19.3,94.9,169.9,261.7,213.2,183.0,117.2,20.0,3.7,24.67,19.75,26.66,27.38,22.29
7115,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2000,tonnes,3450000,pumpkins,18.4,28.2,17.9,34.7,71.6,179.0,263.5,221.1,134.5,41.9,14.6,10.0,24.6,19.33,26.47,27.23,22.68
7116,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2001,tonnes,3500000,pumpkins,7.3,8.8,18.8,43.7,67.2,219.1,279.7,209.4,114.2,107.5,22.5,7.1,24.73,19.75,26.82,27.47,22.52
7117,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2002,tonnes,3605716,pumpkins,15.7,20.3,21.5,38.3,63.3,180.1,146.2,262.5,151.2,59.5,18.2,5.1,25.0,19.65,27.22,27.71,22.58
7118,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2003,tonnes,3702215,pumpkins,7.6,45.6,33.3,35.4,39.1,184.5,316.7,255.3,191.4,100.6,15.5,18.6,24.72,19.82,26.52,27.64,22.23
7119,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2004,tonnes,3800848,pumpkins,25.7,8.8,11.4,59.0,88.9,158.7,242.1,248.7,124.6,92.2,15.8,4.6,24.74,19.93,27.06,27.33,22.24
7120,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2005,tonnes,3900938,pumpkins,28.1,41.8,42.5,37.7,46.1,143.2,334.1,190.1,206.9,99.3,27.2,11.2,24.58,19.79,26.33,27.64,21.93
7121,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2006,tonnes,4136382,pumpkins,17.7,11.9,35.6,32.7,75.0,141.8,287.6,281.3,178.6,51.8,34.6,13.1,25.06,21.33,26.52,27.4,22.66
7122,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2007,tonnes,4259627,pumpkins,1.7,36.7,35.2,30.6,46.8,192.5,286.2,257.4,206.8,55.7,14.4,15.3,24.77,20.1,26.69,27.49,22.32
7123,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2008,tonnes,4388123,pumpkins,18.4,19.3,41.2,29.5,43.7,202.0,245.0,265.8,165.1,51.6,25.5,11.0,24.61,19.16,26.46,27.26,22.87
7124,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2009,tonnes,4515818,pumpkins,12.0,12.0,14.2,25.1,56.0,85.7,280.7,192.5,139.4,71.4,53.7,11.1,25.11,20.72,26.86,27.89,22.58
7125,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2010,tonnes,4637531,pumpkins,7.5,17.0,14.0,39.0,73.8,138.1,300.7,274.7,197.7,69.0,61.4,22.7,25.13,20.19,27.83,27.5,22.6
7126,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2011,tonnes,4752830,pumpkins,6.8,25.8,22.4,41.1,53.1,183.5,246.0,284.9,186.9,38.1,20.1,7.6,24.67,19.54,26.38,27.54,22.71
7127,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2012,tonnes,4900000,pumpkins,26.5,12.7,11.3,47.5,31.7,117.8,250.2,262.4,193.5,58.7,30.7,11.7,24.69,19.34,26.55,27.71,22.35
7128,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2013,tonnes,4900000,pumpkins,11.3,40.1,15.7,30.4,57.8,219.8,310.0,254.7,152.7,129.4,14.0,6.7,24.82,19.98,26.85,27.46,22.5
7129,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2014,tonnes,5021477,pumpkins,19.2,27.4,36.1,22.2,72.9,95.4,261.2,237.5,188.0,60.2,14.4,10.7,24.73,19.58,26.24,27.88,22.47
7130,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2015,tonnes,5243814,pumpkins,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19.0,24.91,20.12,26.29,27.73,22.99
7131,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2016,tonnes,5055097,pumpkins,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261.0,169.2,76.0,29.2,19.7,25.15,22.25,28.86,28.44,24.2
7132,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2017,tonnes,5106796,pumpkins,18.2,26.6,33.0,41.5,68.1,169.2,294.8,260.3,173.4,78.1,28.5,19.3,24.79,21.84,28.41,28.5,24.21
7133,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2018,tonnes,5135236,pumpkins,18.5,26.5,32.1,39.5,67.0,171.9,293.2,259.4,165.3,79.2,28.7,18.9,25.09,21.24,28.16,28.28,23.55
7134,Crops and livestock products,India,Area harvested,"Rice, paddy",1961,ha,34694000,rice,26.1,34.8,26.0,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,24.0,18.98,26.11,27.06,21.17
7135,Crops and livestock products,India,Area harvested,"Rice, paddy",1962,ha,35695008,rice,12.6,21.6,16.0,43.6,70.8,137.1,281.6,276.9,211.0,78.4,18.3,29.9,24.04,18.91,25.91,27.14,21.47
7136,Crops and livestock products,India,Area harvested,"Rice, paddy",1963,ha,35809008,rice,6.8,9.8,41.7,50.6,60.9,168.0,258.6,316.7,164.9,99.1,28.4,15.5,24.15,19.07,25.57,27.21,22.04
7137,Crops and livestock products,India,Area harvested,"Rice, paddy",1964,ha,36462000,rice,18.6,14.1,19.0,40.0,52.1,177.2,345.7,273.7,200.4,67.4,22.8,13.3,24.1,18.83,26.38,26.9,21.58
7138,Crops and livestock products,India,Area harvested,"Rice, paddy",1965,ha,35470000,rice,11.8,28.1,26.7,45.1,52.7,116.1,270.1,192.8,129.5,34.0,18.2,22.2,24.07,19.22,25.24,27.08,22.1
7139,Crops and livestock products,India,Area harvested,"Rice, paddy",1966,ha,35251008,rice,13.1,25.4,20.3,30.6,57.2,178.8,252.5,212.5,143.9,56.1,51.0,16.7,24.36,19.93,26.07,27.17,21.83
7140,Crops and livestock products,India,Area harvested,"Rice, paddy",1967,ha,36437408,rice,11.1,14.2,63.3,29.5,42.8,144.0,305.6,264.3,170.3,40.6,12.1,56.1,24.11,19.44,25.55,27.19,21.68
7141,Crops and livestock products,India,Area harvested,"Rice, paddy",1968,ha,36966304,rice,29.4,19.8,27.5,32.6,46.7,149.6,309.9,212.8,129.5,67.1,21.8,12.6,23.94,18.25,25.62,27.22,21.69
7142,Crops and livestock products,India,Area harvested,"Rice, paddy",1969,ha,37680304,rice,12.7,14.5,20.1,39.7,63.4,130.2,317.8,273.4,172.7,55.0,35.8,12.7,24.46,19.18,26.39,27.35,22.2
7143,Crops and livestock products,India,Area harvested,"Rice, paddy",1970,ha,37591696,rice,23.2,27.3,25.9,29.2,69.7,215.9,245.6,313.0,212.7,75.3,15.7,1.6,24.26,19.56,26.39,27.06,21.55
7144,Crops and livestock products,India,Area harvested,"Rice, paddy",1971,ha,37757808,rice,16.1,23.6,10.8,52.8,75.0,229.9,267.2,267.3,146.5,99.9,15.9,12.0,23.91,19.05,25.78,26.75,21.48
7145,Crops and livestock products,India,Area harvested,"Rice, paddy",1972,ha,36687808,rice,10.3,27.6,21.6,37.1,55.3,123.3,204.0,219.5,127.5,65.7,31.4,23.7,24.1,18.57,25.78,27.27,21.88
7146,Crops and livestock products,India,Area harvested,"Rice, paddy",1973,ha,38285008,rice,21.0,21.8,21.2,27.5,56.5,149.9,277.4,311.0,182.1,114.6,18.9,17.7,24.41,19.74,26.53,27.3,21.53
7147,Crops and livestock products,India,Area harvested,"Rice, paddy",1974,ha,37888400,rice,16.1,12.9,20.5,33.7,64.2,122.0,283.6,232.5,145.3,101.6,10.7,12.1,24.0,18.54,26.24,27.02,21.38
7148,Crops and livestock products,India,Area harvested,"Rice, paddy",1975,ha,39475408,rice,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,23.74,18.69,25.77,26.57,21.3
7149,Crops and livestock products,India,Area harvested,"Rice, paddy",1976,ha,38511104,rice,11.5,24.5,25.5,36.3,45.4,160.3,294.1,294.0,144.2,33.0,55.0,7.6,24.07,18.87,25.61,26.87,22.25
7150,Crops and livestock products,India,Area harvested,"Rice, paddy",1977,ha,40282608,rice,21.0,10.2,14.6,68.3,84.4,187.2,323.4,245.4,147.8,85.6,65.8,16.1,24.35,19.35,26.03,27.13,22.3
7151,Crops and livestock products,India,Area harvested,"Rice, paddy",1978,ha,40482208,rice,12.3,27.0,44.2,33.1,60.2,208.8,290.0,282.0,161.9,49.1,49.9,18.8,24.24,18.95,25.94,27.12,22.22
7152,Crops and livestock products,India,Area harvested,"Rice, paddy",1979,ha,39414304,rice,20.9,35.0,28.9,21.2,54.2,140.5,239.6,210.6,136.8,51.8,76.1,14.4,24.57,19.47,25.97,27.54,22.59
7153,Crops and livestock products,India,Area harvested,"Rice, paddy",1980,ha,40151504,rice,12.8,22.3,32.5,34.6,55.3,227.8,295.0,263.8,145.7,49.3,24.2,19.0,24.55,19.64,26.58,27.26,22.17
7154,Crops and livestock products,India,Area harvested,"Rice, paddy",1981,ha,40708400,rice,29.3,20.4,48.0,37.3,67.1,151.3,309.1,237.0,184.5,45.1,27.4,14.0,24.27,19.42,26.14,27.22,21.68
7155,Crops and livestock products,India,Area harvested,"Rice, paddy",1982,ha,38262000,rice,23.8,24.2,45.7,49.8,59.0,137.8,230.8,276.9,124.9,51.7,46.0,13.9,24.15,19.14,25.41,27.31,22.02
7156,Crops and livestock products,India,Area harvested,"Rice, paddy",1983,ha,41244000,rice,18.5,23.3,43.4,57.0,70.1,150.8,282.2,304.3,251.6,85.9,10.8,22.9,24.12,19.09,25.45,27.43,21.71
7157,Crops and livestock products,India,Area harvested,"Rice, paddy",1984,ha,41158800,rice,19.0,35.9,22.8,45.3,60.4,192.3,291.9,256.5,144.6,61.0,15.7,15.3,24.26,18.85,26.51,27.1,21.82
7158,Crops and livestock products,India,Area harvested,"Rice, paddy",1985,ha,41137200,rice,23.2,9.9,20.1,39.5,63.0,156.5,290.1,231.7,149.6,114.1,18.8,28.4,24.45,19.61,26.72,27.12,21.84
7159,Crops and livestock products,India,Area harvested,"Rice, paddy",1986,ha,41166704,rice,15.5,36.6,29.9,50.0,49.4,182.6,264.2,228.3,128.4,74.7,49.6,28.4,24.2,19.12,25.94,27.17,21.9
7160,Crops and livestock products,India,Area harvested,"Rice, paddy",1987,ha,38806304,rice,13.2,23.8,28.8,43.9,67.0,133.9,223.2,242.1,152.2,94.4,44.4,21.9,24.57,19.42,25.85,27.88,22.29
